"plotID","long","lat","clim_dnrg","clim_isot","clim_pcld","clim_pdmt","clim_pdry","clim_prec","clim_psea","clim_pwet","clim_pwmt","clim_pwrm","clim_tavg","clim_tcld","clim_tdry","clim_tmax","clim_tmin","clim_trng","clim_tsea","clim_twet","clim_twrm","soil_awc","soil_bdw","soil_cly","soil_der","soil_des","soil_ece","soil_nto","soil_phc","soil_pto","soil_slt","soil_snd","soil_soc"
1,151.979,-32.244,11.6516628265381,50.5763397216797,175.943222045898,42.0218276977539,149.037734985352,1135.6513671875,38.0973472595215,422.64794921875,168.378616333008,355.036071777344,17.4917907714844,11.989782333374,12.98557472229,28.8656787872314,5.82790470123291,23.0377731323242,422.121643066406,22.135555267334,22.5537395477295,12.8040761947632,1.0776686668396,14.6630086898804,1.8542115688324,0.916704058647156,9.99214744567871,0.201932474970818,4.62579965591431,0.0399286262691021,18.653844833374,56.3624725341797,3.83437418937683
2,149.714,-37.371,11.2860660552979,51.8830909729004,216.738342285156,58.7651824951172,204.637145996094,924.578308105469,14.036732673645,258.108856201172,93.3918838500977,210.238693237305,14.9149398803711,10.1667642593384,19.466381072998,25.8504333496094,4.09755325317383,21.7528800964355,378.459136962891,14.372537612915,19.4910297393799,13.6728544235229,1.20351231098175,8.91409015655518,2.82400369644165,1.00144553184509,10.9865627288818,0.209526225924492,4.34463214874268,0.0236473251134157,12.4954032897949,66.454231262207,6.39214181900024
3,149.321,-37.174,11.5860042572021,49.7423782348633,200.644134521484,52.9787292480469,185.449417114258,815.182250976562,16.0388927459717,236.613525390625,89.8746566772461,185.449417114258,13.0437335968018,7.64410066604614,18.2316551208496,25.1676387786865,1.87562072277069,23.2920188903809,427.86279296875,12.7352285385132,18.2316551208496,12.9416246414185,1.24393653869629,10.4713687896729,2.93997931480408,0.834201455116272,7.56637239456177,0.188984423875809,4.48626279830933,0.0228732768446207,13.8112335205078,64.0686569213867,4.91831016540527
4,149.694,-36.259,13.6382761001587,52.3032493591309,147.944229125977,32.2571487426758,129.341156005859,841.864685058594,29.0944709777832,268.110778808594,106.82544708252,243.515930175781,14.7901239395142,9.04154491424561,10.0116920471191,27.5385112762451,1.46312201023102,26.0753898620605,450.736389160156,20.0074787139893,20.2185935974121,12.4929113388062,1.11484444141388,17.4914703369141,0.510827898979187,0.953974545001984,11.9145154953003,0.235271900892258,4.31269979476929,0.0353361293673515,12.0742406845093,53.6856956481934,3.72630763053894
5,149.761,-36.197,13.6715316772461,52.8672218322754,145.894668579102,32.8980827331543,131.911987304688,842.752990722656,27.9396820068359,267.156768798828,104.907333374023,242.436401367188,15.3610811233521,9.71765804290771,10.6537342071533,27.8528785705566,1.99274945259094,25.86012840271,441.851654052734,20.481466293335,20.6680164337158,14.1202182769775,1.21673154830933,17.3714847564697,0.770576357841492,1.09325778484344,13.5753860473633,0.199539661407471,4.80583620071411,0.044334638863802,11.4020414352417,61.2188758850098,2.56720876693726
6,149.709,-36.201,13.8644723892212,52.7960815429688,143.51545715332,31.2117099761963,125.170555114746,830.538330078125,29.8673439025879,267.304412841797,106.339057922363,241.596008300781,15.362961769104,9.6281156539917,10.5914087295532,28.1057205200195,1.84530103206635,26.2604198455811,449.393371582031,20.5636100769043,20.7687358856201,12.6385164260864,1.24202525615692,18.4811420440674,5.43655395507812,1.06766724586487,12.2164077758789,0.167472690343857,4.80881452560425,0.0419821105897427,12.2611560821533,60.4557304382324,2.28648614883423
7,148.427,-36.727,13.7915916442871,50.5021209716797,124.375503540039,35.2031440734863,114.0107421875,563.047485351562,17.8881397247314,173.031387329102,62.4412727355957,145.680923461914,13.8978509902954,7.75930738449097,10.8748178482056,28.6811008453369,1.37216508388519,27.3089351654053,494.244598388672,16.1764430999756,19.9768314361572,13.4791116714478,1.21987402439117,12.9329013824463,0.734695255756378,0.799011588096619,10.8287410736084,0.166715458035469,5.64321947097778,0.0348231047391891,10.1331882476807,71.2592010498047,3.78416109085083
8,147.826,-36.444,12.9704437255859,47.6085510253906,342.38623046875,44.8014144897461,152.688339233398,982.287963867188,31.4448165893555,342.38623046875,122.351684570312,174.329086303711,12.8201065063477,6.34444952011108,16.8322448730469,28.2073726654053,0.963436007499695,27.2439365386963,528.353454589844,6.34444952011108,19.3727684020996,13.6638355255127,0.985923945903778,20.457052230835,4.23152780532837,1.13435220718384,12.025315284729,0.260576456785202,4.56169700622559,0.0364059098064899,18.3760318756104,54.3478355407715,5.40579319000244
9,147.709,-36.756,12.6358909606934,48.3163185119629,306.256530761719,45.1388320922852,145.603332519531,919.440124511719,28.8360996246338,311.023254394531,113.059585571289,175.048416137695,12.4514751434326,6.35031509399414,16.2501983642578,27.0824184417725,0.929989516735077,26.1524295806885,495.980133056641,7.2805004119873,18.5574836730957,13.3268194198608,1.09070289134979,18.3319091796875,1.33620297908783,1.05646800994873,8.27209663391113,0.251464575529099,4.73675584793091,0.03532749786973,13.7566061019897,60.303825378418,5.92818164825439
10,147.413,-36.569,13.4032440185547,48.5456123352051,369.4306640625,43.6390647888184,150.532073974609,1030.10461425781,34.5126037597656,369.4306640625,132.579666137695,175.4169921875,13.7711725234985,7.39762258529663,17.7796115875244,29.3728218078613,1.76323246955872,27.6095886230469,526.082397460938,7.39762258529663,20.3122119903564,13.7634439468384,1.08699238300323,18.8873996734619,1.43689680099487,1.07998383045197,9.90709114074707,0.229493379592896,4.71064519882202,0.0387812331318855,18.0171051025391,56.9668502807617,5.15990829467773
11,152.105,-29.695,14.8570022583008,52.5453796386719,98.1546478271484,27.5586357116699,98.1546478271484,865.171630859375,48.8267135620117,366.530487060547,124.360336303711,366.530487060547,16.725212097168,10.2083597183228,10.2083597183228,29.6888904571533,1.41427874565125,28.2746124267578,495.274627685547,22.5131855010986,22.5131855010986,14.2413530349731,1.21500635147095,17.3727359771729,4.14075136184692,0.874834716320038,12.9562110900879,0.162176638841629,5.27304410934448,0.0297130756080151,15.5646028518677,55.6707344055176,4.14349269866943
12,152.217,-28.934,12.8902864456177,51.1929244995117,119.959938049316,31.9251461029053,109.604415893555,1019.47808837891,47.7359657287598,409.885833740234,159.52326965332,409.885833740234,16.3950023651123,10.3991756439209,11.5366086959839,28.2172756195068,3.03745651245117,25.1798191070557,452.583129882812,21.6603012084961,21.6603012084961,12.6844797134399,1.13950669765472,15.0802440643311,0.488737165927887,0.847200512886047,7.08482551574707,0.177668541669846,5.04550695419312,0.0219008047133684,19.2774295806885,66.3578109741211,4.15148448944092
13,152.981,-29.467,13.2246255874634,52.9658813476562,134.374588012695,28.2219333648682,101.957206726074,1093.61828613281,49.2451362609863,432.585144042969,167.133361816406,416.201293945312,19.0785541534424,13.3509368896484,14.4591522216797,30.0117321014404,5.04353523254395,24.9681968688965,425.606506347656,23.588415145874,23.9435634613037,14.231406211853,1.30332291126251,14.9076137542725,6.89780759811401,1.01986742019653,9.12296581268311,0.149678021669388,4.41139316558838,0.0244837999343872,18.4950828552246,62.7055969238281,3.36911010742188
14,148.731,-35.421,12.9271821975708,47.2798919677734,299.125701904297,57.0192832946777,181.93962097168,975.655212402344,20.5232944488525,309.45703125,104.010101318359,201.807464599609,12.6607570648193,6.05033016204834,16.6243724822998,27.460205078125,0.118387170135975,27.341817855835,534.437255859375,7.06463956832886,19.2967090606689,14.8803796768188,1.05243742465973,21.0448246002197,4.30380439758301,1.05924224853516,12.3275108337402,0.198908969759941,4.81851816177368,0.0359574183821678,17.4636821746826,58.2773971557617,4.19324970245361
15,151.389,-33.246,11.0420904159546,50.1281852722168,201.954544067383,57.3059844970703,173.365509033203,1109.82873535156,32.9285697937012,398.801330566406,143.947860717773,333.873443603516,17.6803817749023,12.4100542068481,13.3064136505127,27.985071182251,5.95736408233643,22.0277080535889,405.150390625,22.1896743774414,22.5059928894043,13.9376249313354,1.14681351184845,15.3099346160889,8.47710800170898,1.22326397895813,12.033371925354,0.208205461502075,4.19134855270386,0.0431378744542599,19.8872241973877,50.6585311889648,2.95931458473206
